Num_Frame,Respond_Time,Eyes detected
26,0.2260122299,0
27,0.2654151917,0
28,0.2402799129,1
29,0.2873923779,1
30,0.2696733475,0
31,0.2668645382,1
32,0.2728672028,1
33,0.2617259026,1
34,0.2679953575,1
35,0.2520365715,0
36,0.3082132339,1
37,0.3345911503,1
38,0.2823510170,1
39,0.2077329159,0
40,0.2020258904,0
41,0.2102363110,0
42,0.2048208714,0
43,0.2084987164,0
44,0.2102348804,0
45,0.2101755142,0
46,0.2093753815,0
47,0.2117025852,0
48,0.2093064785,0
49,0.2074339390,0
50,0.2074666023,0
51,0.2057197094,0
52,0.2302205563,0
53,0.2225751877,0
54,0.2180945873,0
55,0.2207603455,0
56,0.2344179153,1
57,0.5702817440,1
58,0.2922606468,1
59,0.2938501835,1
60,0.3002424240,1
61,0.3068912029,1
62,0.3075170517,1
63,0.3006458282,1
64,0.2993125916,1
65,0.2979218960,1
66,0.2939672470,1
67,0.2870209217,1
68,0.2955992222,1
69,0.2886130810,1
70,0.2808799744,1
71,0.2895541191,1
72,0.2856650352,1
73,0.2843778133,1
74,0.2830617428,1
75,0.2860946655,1
76,0.2837972641,1
77,0.2788288593,1
78,0.2927396297,1
Num_Frame,Respond_Time,Eyes detected
0,0.6207344532,1
1,0.4123518467,1
2,0.3652584553,1
3,0.3940327168,1
4,0.3582282066,1
5,0.3630957603,1
6,0.3461968899,1
7,0.3916232586,1
8,0.3823432922,1
9,0.3740801811,1
10,0.3864769936,1
11,0.3782367706,1
12,0.3982856274,1
13,0.3754191399,1
14,0.3692579269,1
15,0.3731131554,1
16,0.3366720676,1
17,0.3693490028,1
18,0.3671314716,1
19,0.3482208252,1
20,0.3593938351,1
21,0.3556203842,1
22,0.3520269394,1
23,0.3450448513,1
24,0.3457903862,1
25,0.3563261032,1
26,0.3382499218,1
27,0.3403942585,1
28,0.3583695889,1
29,0.3468661308,1
30,0.3388810158,1
31,0.3361678123,1
32,0.2942006588,1
33,0.2927441597,1
34,0.3014645576,1
35,0.3048231602,1
36,0.3006677628,1
37,0.2877664566,1
38,0.2909376621,0
39,0.2858393192,0
40,0.2821810246,1
41,0.2975747585,0
42,0.3174085617,1
43,0.2828128338,1
44,0.2706344128,1
45,0.2906465530,1
46,0.2741825581,1
47,0.2707934380,1
48,0.2739357948,1
49,0.2744741440,1
50,0.2857716084,1
51,0.2693316936,1
52,0.2508485317,1
53,0.2477223873,1
54,0.2494418621,1
55,0.2527089119,1
56,0.2470116615,1
57,0.2551801205,1
58,0.2507627010,1
59,0.2597937584,1
60,0.2594814301,1
61,0.2536015511,1
Num_Frame,Respond_Time,Eyes detected
0,0.4409708977,0
1,0.2796678543,0
2,0.2305543423,0
3,0.2273399830,0
4,0.2115283012,0
5,0.2154004574,0
6,0.2049152851,0
7,0.2129285336,0
8,0.2468385696,0
9,0.3435599804,1
10,0.2870965004,1
11,0.2402348518,1
12,0.2388231754,1
13,0.2337956429,1
14,0.2549593449,1
15,0.2541604042,1
16,0.2602219582,1
17,0.2491862774,1
18,0.2655603886,1
19,0.2620086670,1
20,0.2433083057,1
21,0.2617673874,1
22,0.2615439892,1
23,0.2964107990,1
24,0.2816965580,1
25,0.3202602863,1
26,0.2643871307,0
27,0.2041912079,0
28,0.1857800484,0
29,0.2020165920,0
30,0.1990880966,1
31,0.2031624317,1
32,0.2085766792,1
33,0.2088656425,1
34,0.2036662102,1
35,0.2095601559,1
36,0.2066268921,1
37,0.2083613873,1
38,0.2166292667,1
39,0.2135448456,1
40,0.2212164402,1
41,0.2233262062,1
42,0.2179818153,1
43,0.2118666172,1
44,0.1967077255,1
45,0.2036733627,1
46,0.2017712593,1
47,0.2045483589,1
48,0.2066786289,1
49,0.1996436119,0
50,0.2104654312,1
51,0.2114849091,1
52,0.2164974213,1
53,0.2173390388,1
54,0.2002797127,1
55,0.2056629658,1
56,0.2024931908,1
57,0.2130882740,0
58,0.2111325264,1
59,0.1959414482,1
60,0.2165925503,1
61,0.2189950943,1
62,0.2473630905,1
63,0.2412600517,1
64,0.2709035873,1
65,0.2659864426,1
66,0.2445805073,1
67,0.2458345890,1
68,0.2392239571,1
69,0.2397143841,1
70,0.2470948696,1
71,0.2618794441,1
72,0.2429747581,1
73,0.2448492050,1
74,0.2510139942,1
75,0.2374663353,1
76,0.2335128784,1
77,0.2044956684,0
78,0.2133164406,1
79,0.1980535984,1
80,0.1093969345,0
81,0.1470613480,0
82,0.2630383968,0
83,0.2098910809,0
84,0.2429945469,0
85,0.2584319115,0
86,0.2483890057,0
Num_Frame,Respond_Time,Eyes detected
0,0.5113930702,1
1,0.3292009830,1
2,0.2805609703,1
3,0.3067872524,1
4,0.3072767258,1
5,0.2913088799,1
6,0.3140392303,1
7,0.2978973389,1
8,0.2901632786,1
9,0.3056566715,1
10,0.3330872059,1
11,0.3363246918,1
12,0.3153564930,1
13,0.3151555061,1
14,0.3400700092,1
15,0.2487251759,0
16,0.3287088871,1
17,0.3310270309,1
18,0.3163905144,1
19,0.3061983585,1
20,0.3442366123,1
21,0.2737300396,0
22,0.2441484928,0
23,0.2458803654,0
24,0.2394690514,0
25,0.2355353832,0
26,0.2313203812,0
27,0.2305598259,0
28,0.2368102074,0
29,0.2297244072,0
30,0.2491309643,0
31,0.2410910130,0
32,0.2391483784,0
33,0.2783403397,1
34,0.3110442162,1
35,0.2875754833,1
36,0.2015838623,0
37,0.2489044666,1
38,0.2475469112,1
39,0.2439825535,1
40,0.2360272408,1
41,0.2546942234,1
42,0.2611925602,1
43,0.2464530468,1
44,0.2647650242,1
45,0.2635731697,1
46,0.2836740017,1
47,0.2865936756,1
48,0.2844314575,1
49,0.2729380131,1
50,0.2641637325,1
51,0.2109143734,1
52,0.1938664913,0
53,0.1941454411,1
54,0.2009747028,1
55,0.1870732307,0
56,0.1967513561,1
57,0.1878025532,1
58,0.1889178753,1
59,0.1872584820,0
60,0.1998746395,1
61,0.1865005493,1
62,0.1959545612,1
63,0.1970539093,1
64,0.1951985359,0
65,0.2350692749,1
66,0.2623338699,1
67,0.2938866615,1
68,0.3022327423,1
69,0.2236649990,0
70,0.2231402397,0
71,0.2222952843,0
72,0.2217390537,0
73,0.2206122875,0
74,0.2119505405,0
75,0.2355477810,0
76,0.2197198868,0
77,0.2220318317,0
Num_Frame,Respond_Time,Eyes detected
0,0.4105029106,0
1,0.2093291283,0
2,0.1906979084,0
3,0.2071640491,0
4,0.2239916325,0
5,0.3161158562,1
6,0.2963461876,1
7,0.2609074116,1
8,0.2946498394,1
9,0.2723770142,1
10,0.2768757343,1
11,0.3128042221,1
12,0.2917339802,1
13,0.2835845947,1
14,0.2941648960,1
15,0.2678120136,1
16,0.3048655987,1
17,0.3020980358,1
18,0.2733371258,1
19,0.2748203278,1
20,0.2785348892,1
21,0.2864260674,1
22,0.2806465626,1
23,0.2723228931,1
24,0.2708473206,1
25,0.2551143169,1
26,0.2620210648,1
27,0.2435562611,1
28,0.2358617783,1
29,0.2434761524,0
30,0.2271175385,1
31,0.2685790062,1
32,0.2507259846,0
33,0.2006576061,0
34,0.2421579361,0
35,0.2428276539,0
36,0.2311906815,0
37,0.2405784130,0
38,0.2378351688,0
39,0.2369284630,0
40,0.2679660320,1
41,0.2735693455,1
42,0.2667088509,1
43,0.1711437702,0
44,0.1763050556,0
45,0.1650266647,0
46,0.1591308117,0
47,0.1565704346,0
48,0.1481869221,0
49,0.1510429382,0
50,0.1562552452,0
51,0.1521403790,0
52,0.1527941227,0
53,0.1589426994,0
54,0.1599297523,0
55,0.1476011276,0
56,0.1410207748,0
57,0.1407527924,0
58,0.1277391911,0
59,0.1216542721,0
60,0.4608871937,0
61,0.2806038857,1
62,0.3229165077,1
63,0.2597432137,0
64,0.2539236546,0
65,0.2550337315,0
66,0.2573513985,0
67,0.2607851028,0
68,0.2653570175,0
69,0.2614347935,0
70,0.2634005547,0
71,0.2656478882,0
72,0.3179533482,1
73,0.3036983013,1
74,0.3039844036,1
75,0.2961645126,1
76,0.4739985466,1
77,0.2707362175,1
78,0.2751152515,1
79,0.2703552246,1
80,0.5135526657,1
Num_Frame,Respond_Time,Eyes detected
0,0.4790415764,0
1,0.3178989887,0
2,0.2410809994,0
3,0.2489168644,0
4,0.2335534096,0
5,0.2398681641,0
6,0.2368505001,0
7,0.2178566456,0
8,0.1925945282,0
9,0.3237886429,1
10,0.2576286793,1
11,0.2427709103,1
12,0.2377808094,1
13,0.2313487530,1
14,0.2377943993,1
15,0.2370510101,1
16,0.2532000542,1
17,0.1644842625,0
18,0.1773233414,0
19,0.1750433445,0
20,0.1697592735,0
21,0.1640899181,0
22,0.1805152893,0
23,0.1760513783,0
24,0.1825749874,0
25,0.1888144016,0
26,0.1782903671,0
27,0.1578414440,0
28,0.2107229233,0
29,0.2652101517,1
30,0.2743179798,1
31,0.2753252983,1
32,0.2794680595,1
33,0.2960760593,1
34,0.2771503925,1
35,0.3024821281,1
36,0.2762172222,1
37,0.3105599880,1
38,0.3003230095,1
39,0.2881624699,1
40,0.3075940609,1
41,0.2947723866,1
42,0.2841911316,1
43,0.2780144215,1
44,0.3060398102,1
45,0.3047182560,1
46,0.3515186310,1
47,0.2627942562,0
48,0.3428857327,1
49,0.3443684578,1
50,0.3190989494,1
51,0.3169560432,1
52,0.2981209755,1
53,0.2846388817,1
54,0.2943232059,1
55,0.2980835438,1
56,0.2991385460,1
57,0.2744848728,1
58,0.2800683975,1
59,0.2827074528,1
60,0.3100595474,1
61,0.3073718548,1
62,0.2947492599,1
63,0.2988228798,1
64,0.2882378101,1
65,0.2784671783,1
66,0.2961237431,1
67,0.2917978764,1
68,0.2878966331,1
69,0.2724158764,1
70,0.2771189213,1
71,0.2817754745,1
72,0.2768054008,1
73,0.2855732441,1
74,0.2594940662,1
Num_Frame,Respond_Time,Eyes detected
0,0.3654685020,0
1,0.2346220016,0
2,0.1778278351,0
3,0.2119181156,0
4,0.2128930092,0
5,0.2770528793,0
6,0.3242957592,1
7,0.3069078922,1
8,0.3021726608,1
9,0.3040232658,1
10,0.3060626984,1
11,0.2944624424,1
12,0.2696144581,1
13,0.2711534500,1
14,0.2613577843,1
15,0.2809603214,1
16,0.2857565880,1
17,0.2641046047,1
18,0.2624473572,1
19,0.2532610893,1
20,0.2743666172,1
21,0.2707893848,1
22,0.5227429867,1
23,0.2559173107,1
24,0.2772669792,1
25,0.2497029305,1
26,0.2584247589,1
27,0.5736165047,1
28,0.2746443748,1
29,0.2898423672,1
30,0.2742571831,1
31,0.2779021263,1
32,0.5343170166,1
33,0.2804543972,1
34,0.2881653309,1
35,0.5059101582,1
36,0.5115158558,1
37,0.5227999687,1
38,0.2851431370,1
39,0.3012056351,1
40,0.3157436848,1
41,0.2991511822,1
42,0.2920224667,1
43,0.3138074875,1
44,0.2804861069,1
45,0.3104393482,1
46,0.3079648018,1
47,0.3197288513,1
48,0.3012626171,1
49,0.3026008606,1
50,0.5549030304,1
51,0.2979588509,1
52,0.5788068771,1
53,0.5390989780,1
54,0.5408551693,1
55,0.5594153404,1
56,0.2974891663,1
57,0.3031952381,1
58,0.3005023003,1
59,0.3262615204,1
60,0.3186197281,1
Num_Frame,Respond_Time,Eyes detected
0,0.5633547306,1
1,0.3988342285,1
2,0.3366854191,1
3,0.3640408516,1
4,0.3775801659,1
5,0.3697121143,1
6,0.3580605984,1
7,0.3523836136,1
8,0.3161351681,1
9,0.3352320194,1
10,0.3126273155,1
11,0.3002431393,1
12,0.3073852062,1
13,0.3033411503,1
14,0.3172488213,1
15,0.3089423180,1
16,0.3353142738,1
17,0.3147642612,1
18,0.3166925907,1
19,0.3109419346,1
20,0.3166337013,1
21,0.3127148151,1
22,0.3112535477,1
23,0.3394014835,1
24,0.3308937550,1
25,0.3175997734,1
26,0.3196420670,1
27,0.2955870628,1
28,0.3202214241,1
29,0.2986252308,1
30,0.3227369785,1
31,0.3048965931,1
32,0.3090002537,1
33,0.3016016483,1
34,0.3096506596,1
35,0.2758564949,1
36,0.2972733974,1
37,0.3010635376,1
38,0.3042778969,1
39,0.2974565029,1
40,0.2969913483,1
41,0.3126165867,1
42,0.3044178486,1
43,0.3189618587,1
44,0.3056457043,1
45,0.3157408237,1
46,0.2947015762,1
47,0.3129577637,1
48,0.3115563393,1
49,0.3108155727,1
50,0.3194139004,1
51,0.3363323212,1
52,0.3087358475,1
53,0.2851068974,1
54,0.2984542847,1
55,0.2960994244,1
56,0.3240823746,1
57,0.3219146729,1
58,0.3071205616,1
59,0.3044228554,1
60,0.3123462200,1
61,0.3099534512,1
62,0.3113324642,1
Num_Frame,Respond_Time,Eyes detected
0,0.4313602448,0
1,0.2933714390,0
2,0.2667350769,0
3,0.3087420464,0
4,0.2845981121,0
5,0.2754113674,0
6,0.2491781712,0
7,0.2286601067,0
8,0.3002843857,1
9,0.2606825829,1
10,0.2690002918,0
11,0.2637178898,0
12,0.2624964714,0
13,0.2420594692,0
14,0.2204923630,0
15,0.2284975052,0
16,0.2279171944,0
17,0.2365045547,0
18,0.2366316319,0
19,0.2283709049,0
20,0.2427735329,0
21,0.2453308105,0
22,0.2425775528,0
23,0.2347123623,0
24,0.2592792511,1
25,0.2493047714,0
26,0.2541296482,0
27,0.2553873062,0
28,0.2709536552,1
29,0.2052774429,0
30,0.1773860455,0
31,0.1750919819,0
32,0.1638886929,0
33,0.2029962540,0
34,0.2210719585,0
35,0.1836199760,0
36,0.2363750935,0
37,0.2255699635,0
38,0.2214367390,0
39,0.2173445225,0
40,0.2357523441,0
41,0.2230143547,0
42,0.2403655052,0
43,0.1385271549,0
44,0.1469795704,0
45,0.1578924656,0
46,0.1434557438,0
47,0.2034749985,0
48,0.3412740231,1
49,0.3591094017,1
50,0.3288774490,1
51,0.3288183212,1
52,0.3207268715,1
53,0.3352477551,1
54,0.3280208111,1
55,0.3345808983,1
56,0.2806999683,0
57,0.2541673183,0
58,0.2818882465,0
59,0.2535338402,0
60,0.2552390099,0
61,0.2480881214,0
62,0.2432217598,0
63,0.2476682663,0
64,0.2387988567,0
65,0.2413592339,0
66,0.2414829731,0
67,0.2454330921,0
68,0.2422039509,0
69,0.2313587666,0
70,0.2521407604,0
71,0.2310969830,0
72,0.2454793453,0
73,0.2536306381,0
74,0.2619521618,0
75,0.2479245663,0
76,0.2477023602,0
77,0.2574980259,0
78,0.2575502396,0
79,0.2938733101,1
Num_Frame,Respond_Time,Eyes detected
0,0.4869503975,0
1,0.2926514149,0
2,0.2748913765,0
3,0.2530279160,0
4,0.2561473846,0
5,0.2688770294,0
6,0.2738461494,0
7,0.2764329910,0
8,0.2614607811,0
9,0.2601268291,0
10,0.2424950600,0
11,0.2458326817,0
12,0.2391936779,0
13,0.2529311180,0
14,0.2402746677,0
15,0.3164160252,1
16,0.3080165386,1
17,0.3155565262,1
18,0.2951612473,1
19,0.2884318829,1
20,0.2994024754,0
21,0.2911686897,0
22,0.2906010151,1
23,0.3033802509,0
24,0.2865352631,0
25,0.2986130714,0
26,0.2959933281,1
27,0.3025557995,1
28,0.2949512005,1
29,0.3032236099,1
30,0.2936613560,1
31,0.2926976681,0
32,0.2943575382,1
33,0.3018763065,0
34,0.3037784100,1
35,0.3400907516,0
36,0.3312613964,1
37,0.3160319328,0
38,0.3135113716,1
39,0.3006522655,0
40,0.3044462204,0
41,0.3047468662,1
42,0.3170239925,0
43,0.3458921909,1
44,0.2877223492,1
45,0.2817702293,0
46,0.2735564709,0
47,0.2827603817,0
48,0.2786817551,0
49,0.2953977585,1
50,0.2862102985,0
51,0.2828798294,1
52,0.2779915333,0
53,0.2889616489,1
54,0.2764973640,0
55,0.3064785004,1
56,0.2988731861,1
57,0.2988102436,0
58,0.2923696041,1
59,0.2761695385,1
60,0.2947359085,1
61,0.2851870060,1
62,0.2918274403,1
63,0.2973499298,1
64,0.2767729759,0
65,0.2921760082,1
66,0.2347013950,0
67,0.2024238110,0
68,0.2617039680,0
69,0.3137950897,1
Num_Frame,Respond_Time,Eyes detected
0,0.5781962872,0
1,0.3999736309,0
2,0.3302097321,0
3,0.3463201523,0
4,0.3443906307,0
5,0.3373706341,0
6,0.3487429619,1
7,0.3421370983,1
8,0.3804800510,1
9,0.3918170929,1
10,0.4227991104,1
11,0.3606641293,1
12,0.3940544128,0
13,0.3817386627,1
14,0.3942003250,1
15,0.3668186665,1
16,0.3574600220,1
17,0.3679194450,1
18,0.3520226479,1
19,0.3501050472,0
20,0.3711640835,1
21,0.3564450741,1
22,0.3553390503,1
23,0.3756375313,1
24,0.3601861000,1
25,0.3759491444,1
26,0.3595314026,1
27,0.3627302647,1
28,0.3634388447,1
29,0.3684358597,1
30,0.3778247833,1
31,0.3496928215,1
32,0.3580484390,1
33,0.3514380455,1
34,0.3662061691,1
35,0.3629281521,1
36,0.3449146748,1
37,0.3413941860,1
38,0.3339393139,1
39,0.3570265770,1
40,0.3453125954,1
41,0.3338494301,0
42,0.3258364201,0
43,0.3253624439,1
44,0.3362059593,1
45,0.3352553844,1
46,0.3380804062,1
47,0.3458883762,1
48,0.3449032307,1
49,0.3382952213,0
50,0.3323209286,0
51,0.3347897530,0
52,0.3554778099,1
53,0.3605742455,0
54,0.3508038521,0
55,0.3649382591,0
Num_Frame,Respond_Time,Eyes detected
0,0.5762078762,1
1,0.4069044590,1
2,0.3296818733,0
3,0.3474297523,0
4,0.3488593102,0
5,0.3490884304,0
6,0.3362090588,1
7,0.3704521656,0
8,0.3451867104,1
9,0.3547320366,0
10,0.3713178635,1
11,0.3631184101,0
12,0.3235902786,0
13,0.3028376102,0
14,0.3098807335,0
15,0.3138155937,0
16,0.3245298862,0
17,0.3077101707,0
18,0.3129522800,0
19,0.2999057770,0
20,0.3108930588,0
21,0.3181781769,0
22,0.3045003414,0
23,0.3045320511,0
24,0.3097999096,0
25,0.2791113853,0
26,0.2869420052,0
27,0.2886514664,0
28,0.3099892139,0
29,0.3126063347,0
30,0.2983169556,0
31,0.2922160625,0
32,0.3033337593,0
33,0.3097913265,0
34,0.3210411072,0
35,0.3163769245,0
36,0.3602867126,0
37,0.3362042904,0
38,0.3692715168,0
39,0.3557605743,0
40,0.3639166355,0
41,0.3496618271,0
42,0.3439924717,0
43,0.3513159752,0
44,0.3454821110,0
45,0.3732514381,0
46,0.3651905060,0
47,0.3480162621,0
48,0.3119854927,0
49,0.3602838516,0
50,0.3466300964,0
51,0.3783404827,0
52,0.3438780308,0
53,0.3621225357,0
54,0.3470914364,0
55,0.3544530869,0
56,0.3553113937,0
57,0.3548736572,0
58,0.3528664112,0
59,0.3679916859,0
